NPHI,RHOB,GR,RT,PEF,CALI,DT,WELL,DEPTH
0.209,2.545,40.904,0.823,7.429,8.703,83.648,15_9-F-11A,3587.6
0.216,2.552,40.694,0.895,7.619,8.703,83.534,15_9-F-11A,3587.7
0.223,2.555,39.481,0.983,7.784,8.687,83.333,15_9-F-11A,3587.8
0.222,2.56,41.771,1.056,7.872,8.672,83.069,15_9-F-11A,3587.9
0.22,2.566,41.98,1.041,7.889,8.672,82.525,15_9-F-11A,3588.0
0.218,2.57,39.656,0.993,7.904,8.688,81.666,15_9-F-11A,3588.1
0.22,2.57,38.359,0.932,7.949,8.703,81.058,15_9-F-11A,3588.2
0.225,2.567,38.803,0.867,7.964,8.672,80.547,15_9-F-11A,3588.3
0.224,2.561,39.065,0.752,7.858,8.672,80.148,15_9-F-11A,3588.4
0.221,2.548,38.336,0.763,7.623,8.672,80.848,15_9-F-11A,3588.5
0.218,2.527,39.365,0.785,7.367,8.672,81.477,15_9-F-11A,3588.6
0.214,2.502,38.267,0.787,7.21,8.672,81.773,15_9-F-11A,3588.7
0.21,2.48,38.019,0.791,7.182,8.672,81.808,15_9-F-11A,3588.8
0.204,2.467,37.862,0.788,7.212,8.687,81.579,15_9-F-11A,3588.9
0.2,2.464,36.863,0.792,7.222,8.672,80.902,15_9-F-11A,3589.0
0.195,2.467,38.646,0.795,7.217,8.672,80.574,15_9-F-11A,3589.1
0.186,2.472,39.719,0.853,7.232,8.688,80.599,15_9-F-11A,3589.2
0.178,2.479,39.389,1.007,7.289,8.703,81.319,15_9-F-11A,3589.3
0.172,2.491,38.072,1.2,7.408,8.703,82.147,15_9-F-11A,3589.4
0.172,2.511,36.787,1.446,7.604,8.672,83.098,15_9-F-11A,3589.5
0.174,2.538,37.78,1.713,7.878,8.703,84.349,15_9-F-11A,3589.6
0.186,2.566,38.737,1.612,8.201,8.727,83.753,15_9-F-11A,3589.7
0.206,2.591,39.977,1.443,8.536,8.687,82.36,15_9-F-11A,3589.8
0.226,2.609,41.844,1.302,8.848,8.672,80.866,15_9-F-11A,3589.9
0.245,2.626,44.486,1.358,9.085,8.672,79.855,15_9-F-11A,3590.0
0.259,2.646,48.524,1.421,9.217,8.672,79.057,15_9-F-11A,3590.1
0.268,2.669,48.061,1.505,9.291,8.672,78.014,15_9-F-11A,3590.2
0.27,2.692,46.903,1.499,9.436,8.703,77.083,15_9-F-11A,3590.3
0.273,2.719,44.052,1.36,9.768,8.672,76.241,15_9-F-11A,3590.4
0.275,2.756,40.768,1.562,10.233,8.672,75.581,15_9-F-11A,3590.5
0.281,2.806,37.739,1.598,10.67,8.672,75.067,15_9-F-11A,3590.6
0.296,2.865,33.581,1.807,10.976,8.648,74.681,15_9-F-11A,3590.7
0.311,2.922,32.878,2.105,11.154,8.648,74.653,15_9-F-11A,3590.8
0.33,2.961,30.397,1.524,11.25,8.672,74.813,15_9-F-11A,3590.9
0.347,2.975,32.87,0.896,11.3,8.672,75.152,15_9-F-11A,3591.0
0.358,2.972,34.764,0.407,11.323,8.672,75.643,15_9-F-11A,3591.1
0.363,2.966,35.842,0.295,11.342,8.672,76.01,15_9-F-11A,3591.2
0.367,2.968,36.901,0.212,11.377,8.672,76.231,15_9-F-11A,3591.3
0.374,2.973,37.314,0.484,11.436,8.672,76.102,15_9-F-11A,3591.4
0.384,2.973,37.518,1.301,11.503,8.672,75.888,15_9-F-11A,3591.5
0.391,2.96,41.075,1.47,11.561,8.688,75.587,15_9-F-11A,3591.6
0.396,2.941,39.993,1.176,11.617,8.703,75.424,15_9-F-11A,3591.7
0.397,2.929,38.202,0.832,11.704,8.672,75.364,15_9-F-11A,3591.8
0.396,2.932,36.481,0.806,11.82,8.648,75.451,15_9-F-11A,3591.9
0.396,2.946,34.935,0.815,11.879,8.672,75.689,15_9-F-11A,3592.0
0.395,2.955,36.726,0.83,11.786,8.672,76.063,15_9-F-11A,3592.1
0.388,2.947,39.41,0.911,11.515,8.688,76.667,15_9-F-11A,3592.2
0.376,2.921,40.127,0.973,11.141,8.703,77.073,15_9-F-11A,3592.3
0.359,2.886,40.418,1.179,10.777,8.672,77.412,15_9-F-11A,3592.4
0.342,2.852,40.713,1.137,10.413,8.672,77.708,15_9-F-11A,3592.5
0.324,2.821,42.825,1.086,10.058,8.672,78.059,15_9-F-11A,3592.6
0.31,2.792,44.269,1.035,9.767,8.672,78.365,15_9-F-11A,3592.7
0.297,2.769,44.302,1.019,9.678,8.672,78.457,15_9-F-11A,3592.8
0.288,2.763,42.112,1.064,9.864,8.672,78.908,15_9-F-11A,3592.9
0.284,2.778,38.704,1.172,10.163,8.703,79.497,15_9-F-11A,3593.0
0.29,2.804,37.062,1.266,10.287,8.688,80.008,15_9-F-11A,3593.1
0.292,2.824,38.507,1.417,10.074,8.703,80.64,15_9-F-11A,3593.2
0.295,2.824,42.584,1.529,9.577,8.687,81.242,15_9-F-11A,3593.3
0.294,2.801,46.395,1.662,9.001,8.672,81.216,15_9-F-11A,3593.4
0.291,2.764,51.658,1.965,8.549,8.672,80.795,15_9-F-11A,3593.5
0.289,2.726,55.606,2.53,8.307,8.672,80.072,15_9-F-11A,3593.6
0.291,2.692,60.481,3.248,8.241,8.672,78.865,15_9-F-11A,3593.7
0.295,2.669,64.285,3.872,8.266,8.672,77.715,15_9-F-11A,3593.8
0.295,2.658,64.795,4.737,8.274,8.672,76.62,15_9-F-11A,3593.9
0.29,2.655,65.463,5.481,8.198,8.672,75.809,15_9-F-11A,3594.0
0.28,2.647,66.584,5.623,8.084,8.672,75.221,15_9-F-11A,3594.1
0.269,2.63,69.058,6.322,8.0,8.687,74.849,15_9-F-11A,3594.2
0.263,2.606,66.823,7.16,7.969,8.672,74.85,15_9-F-11A,3594.3
0.255,2.584,64.483,7.504,7.95,8.687,74.951,15_9-F-11A,3594.4
0.245,2.567,61.368,7.502,7.891,8.672,75.161,15_9-F-11A,3594.5
0.23,2.553,56.027,7.286,7.81,8.672,75.703,15_9-F-11A,3594.6
0.212,2.538,47.892,9.203,7.733,8.672,76.451,15_9-F-11A,3594.7
0.194,2.521,38.756,13.707,7.653,8.672,77.458,15_9-F-11A,3594.8
0.182,2.504,30.654,15.15,7.556,8.672,78.711,15_9-F-11A,3594.9
0.175,2.483,26.218,13.737,7.448,8.672,80.014,15_9-F-11A,3595.0
0.173,2.46,24.66,11.758,7.323,8.672,81.351,15_9-F-11A,3595.1
0.173,2.435,23.545,11.467,7.137,8.672,82.043,15_9-F-11A,3595.2
0.173,2.415,22.881,12.998,6.869,8.672,82.7,15_9-F-11A,3595.3
0.174,2.4,22.396,20.975,6.537,8.672,83.545,15_9-F-11A,3595.4
0.174,2.387,21.335,27.988,6.21,8.672,84.199,15_9-F-11A,3595.5
0.174,2.366,21.882,19.063,5.933,8.672,84.788,15_9-F-11A,3595.6
0.175,2.333,21.61,17.51,5.728,8.648,85.337,15_9-F-11A,3595.7
0.169,2.298,21.916,18.557,5.606,8.625,85.607,15_9-F-11A,3595.8
0.16,2.271,21.077,16.88,5.55,8.625,85.812,15_9-F-11A,3595.9
0.149,2.259,18.932,16.773,5.535,8.625,86.126,15_9-F-11A,3596.0
0.138,2.263,17.722,18.18,5.554,8.625,86.538,15_9-F-11A,3596.1
0.131,2.284,18.855,18.107,5.608,8.625,86.887,15_9-F-11A,3596.2
0.127,2.313,18.244,17.901,5.692,8.625,86.733,15_9-F-11A,3596.3
0.125,2.34,17.774,18.589,5.787,8.625,86.395,15_9-F-11A,3596.4
0.123,2.358,18.519,19.828,5.872,8.625,85.919,15_9-F-11A,3596.5
0.117,2.37,18.845,20.918,5.928,8.648,85.181,15_9-F-11A,3596.6
0.114,2.38,17.933,21.998,5.969,8.625,84.313,15_9-F-11A,3596.7
0.107,2.395,15.082,22.313,6.034,8.625,83.301,15_9-F-11A,3596.8
0.1,2.416,14.194,22.251,6.147,8.625,81.598,15_9-F-11A,3596.9
0.095,2.443,14.142,22.902,6.293,8.625,79.503,15_9-F-11A,3597.0
0.09,2.473,14.57,23.433,6.409,8.672,77.086,15_9-F-11A,3597.1
0.094,2.5,16.202,23.052,6.449,8.672,74.568,15_9-F-11A,3597.2
0.096,2.518,17.078,22.114,6.432,8.625,72.349,15_9-F-11A,3597.3
0.097,2.526,18.749,20.872,6.407,8.625,70.423,15_9-F-11A,3597.4
0.093,2.527,19.998,19.001,6.416,8.672,69.554,15_9-F-11A,3597.5
0.092,2.529,20.405,14.992,6.462,8.672,68.623,15_9-F-11A,3597.6
0.098,2.537,21.895,12.31,6.52,8.672,67.592,15_9-F-11A,3597.7
0.092,2.546,22.278,10.559,6.555,8.672,67.324,15_9-F-11A,3597.8
0.094,2.551,23.277,9.761,6.563,8.672,67.24,15_9-F-11A,3597.9
0.099,2.55,23.998,8.289,6.549,8.648,67.339,15_9-F-11A,3598.0
0.1,2.543,24.324,6.97,6.515,8.625,67.723,15_9-F-11A,3598.1
0.098,2.534,24.099,6.24,6.461,8.625,68.061,15_9-F-11A,3598.2
0.1,2.526,24.722,5.775,6.387,8.672,68.252,15_9-F-11A,3598.3
0.105,2.52,24.316,5.565,6.308,8.648,68.331,15_9-F-11A,3598.4
0.108,2.514,23.886,5.461,6.249,8.625,68.333,15_9-F-11A,3598.5
0.11,2.509,24.606,5.393,6.223,8.625,68.216,15_9-F-11A,3598.6
0.112,2.508,25.349,5.344,6.235,8.625,68.067,15_9-F-11A,3598.7
0.115,2.509,24.597,5.202,6.274,8.625,67.913,15_9-F-11A,3598.8
0.118,2.513,25.211,5.074,6.329,8.625,67.77,15_9-F-11A,3598.9
0.119,2.514,24.686,4.987,6.374,8.648,67.785,15_9-F-11A,3599.0
0.12,2.513,25.68,4.863,6.38,8.625,67.905,15_9-F-11A,3599.1
0.119,2.509,27.347,4.79,6.338,8.625,68.202,15_9-F-11A,3599.2
0.12,2.504,30.103,4.711,6.285,8.625,68.645,15_9-F-11A,3599.3
0.12,2.495,29.737,4.571,6.258,8.625,69.171,15_9-F-11A,3599.4
0.121,2.481,27.35,4.424,6.257,8.625,69.783,15_9-F-11A,3599.5
0.122,2.463,27.898,4.397,6.256,8.625,70.469,15_9-F-11A,3599.6
0.123,2.445,30.073,4.479,6.24,8.625,71.213,15_9-F-11A,3599.7
0.125,2.434,29.648,4.476,6.226,8.625,72.08,15_9-F-11A,3599.8
0.126,2.435,27.477,4.451,6.232,8.625,72.884,15_9-F-11A,3599.9
0.126,2.445,26.604,4.444,6.248,8.625,73.627,15_9-F-11A,3600.0
0.128,2.456,26.861,4.561,6.257,8.625,74.114,15_9-F-11A,3600.1
0.13,2.461,27.926,4.575,6.239,8.625,74.373,15_9-F-11A,3600.2
0.135,2.461,28.396,4.074,6.197,8.625,74.439,15_9-F-11A,3600.3
0.14,2.456,25.706,3.863,6.151,8.625,74.297,15_9-F-11A,3600.4
0.143,2.451,24.298,4.075,6.13,8.672,74.034,15_9-F-11A,3600.5
0.146,2.446,25.789,4.184,6.134,8.648,73.651,15_9-F-11A,3600.6
0.148,2.44,27.92,4.062,6.139,8.625,73.424,15_9-F-11A,3600.7
0.143,2.434,27.029,4.029,6.129,8.625,73.238,15_9-F-11A,3600.8
0.138,2.43,27.434,4.26,6.104,8.625,73.098,15_9-F-11A,3600.9
0.138,2.428,27.186,4.269,6.067,8.625,73.868,15_9-F-11A,3601.0
0.14,2.424,29.838,4.285,6.009,8.625,74.866,15_9-F-11A,3601.1
0.144,2.415,28.822,4.443,5.909,8.625,76.095,15_9-F-11A,3601.2
0.146,2.4,27.911,4.949,5.78,8.625,77.781,15_9-F-11A,3601.3
0.147,2.385,27.262,5.801,5.666,8.625,79.295,15_9-F-11A,3601.4
0.148,2.374,23.16,6.34,5.612,8.625,80.387,15_9-F-11A,3601.5
0.15,2.37,19.277,6.713,5.613,8.625,81.014,15_9-F-11A,3601.6
0.154,2.368,18.629,7.412,5.626,8.625,81.393,15_9-F-11A,3601.7
0.158,2.362,18.525,7.955,5.618,8.625,81.431,15_9-F-11A,3601.8
0.161,2.347,19.495,7.648,5.578,8.625,81.486,15_9-F-11A,3601.9
0.162,2.325,19.489,7.213,5.525,8.625,81.585,15_9-F-11A,3602.0
0.161,2.303,21.023,7.092,5.475,8.625,81.793,15_9-F-11A,3602.1
0.16,2.287,23.093,7.171,5.432,8.625,82.114,15_9-F-11A,3602.2
0.159,2.276,26.113,6.874,5.392,8.625,82.505,15_9-F-11A,3602.3
0.158,2.271,28.398,6.484,5.339,8.625,83.002,15_9-F-11A,3602.4
0.158,2.269,31.647,6.351,5.264,8.625,83.604,15_9-F-11A,3602.5
0.162,2.263,34.239,6.263,5.235,8.602,84.272,15_9-F-11A,3602.6
0.161,2.258,37.697,6.099,5.233,8.625,85.039,15_9-F-11A,3602.7
0.163,2.257,41.402,5.466,5.227,8.625,85.833,15_9-F-11A,3602.8
0.164,2.259,46.029,4.786,5.214,8.625,86.633,15_9-F-11A,3602.9
0.164,2.262,51.024,3.687,5.208,8.625,87.377,15_9-F-11A,3603.0
0.165,2.262,52.498,2.921,5.231,8.625,88.028,15_9-F-11A,3603.1
0.169,2.26,52.761,2.341,5.292,8.602,88.592,15_9-F-11A,3603.2
0.17,2.255,50.201,2.419,5.368,8.625,88.865,15_9-F-11A,3603.3
0.176,2.248,46.685,2.873,5.413,8.625,88.993,15_9-F-11A,3603.4
0.184,2.243,43.616,3.624,5.391,8.625,88.998,15_9-F-11A,3603.5
0.191,2.237,44.466,4.083,5.312,8.602,88.926,15_9-F-11A,3603.6
0.197,2.232,44.966,4.333,5.233,8.602,88.65,15_9-F-11A,3603.7
0.202,2.231,45.381,4.413,5.247,8.625,88.167,15_9-F-11A,3603.8
0.205,2.24,47.024,3.877,5.403,8.625,87.462,15_9-F-11A,3603.9
0.203,2.265,53.019,2.898,5.676,8.625,86.57,15_9-F-11A,3604.0
0.196,2.308,57.829,2.61,5.957,8.625,85.458,15_9-F-11A,3604.1
0.186,2.36,62.358,2.455,6.103,8.625,84.637,15_9-F-11A,3604.2
0.175,2.401,65.429,2.21,6.046,8.648,83.948,15_9-F-11A,3604.3
0.173,2.416,68.074,1.562,5.842,8.672,83.423,15_9-F-11A,3604.4
0.177,2.403,66.693,1.458,5.611,8.625,83.36,15_9-F-11A,3604.5
0.18,2.372,64.286,1.528,5.461,8.625,83.325,15_9-F-11A,3604.6
0.18,2.343,64.332,1.556,5.442,8.625,83.22,15_9-F-11A,3604.7
0.18,2.326,63.928,1.439,5.545,8.625,82.967,15_9-F-11A,3604.8
0.178,2.324,64.471,1.491,5.707,8.672,82.693,15_9-F-11A,3604.9
0.183,2.334,63.931,1.563,5.863,8.672,82.443,15_9-F-11A,3605.0
0.192,2.355,64.094,1.631,5.976,8.672,82.215,15_9-F-11A,3605.1
0.205,2.381,61.402,1.724,6.048,8.625,81.921,15_9-F-11A,3605.2
0.214,2.407,58.882,1.93,6.11,8.625,81.422,15_9-F-11A,3605.3
0.215,2.428,55.115,2.0,6.194,8.648,80.804,15_9-F-11A,3605.4
0.216,2.445,48.824,1.866,6.298,8.625,80.107,15_9-F-11A,3605.5
0.206,2.457,43.234,1.439,6.387,8.648,79.27,15_9-F-11A,3605.6
0.199,2.466,39.965,1.739,6.436,8.672,78.388,15_9-F-11A,3605.7
0.193,2.472,36.893,3.263,6.451,8.672,77.562,15_9-F-11A,3605.8
0.189,2.475,37.575,3.258,6.461,8.672,77.134,15_9-F-11A,3605.9
0.186,2.481,38.915,2.409,6.502,8.672,77.166,15_9-F-11A,3606.0
0.185,2.49,38.269,1.879,6.579,8.703,77.506,15_9-F-11A,3606.1
0.186,2.502,37.508,2.176,6.679,8.672,78.2,15_9-F-11A,3606.2
0.189,2.513,36.515,3.261,6.781,8.672,79.032,15_9-F-11A,3606.3
0.191,2.519,34.139,3.82,6.861,8.672,79.972,15_9-F-11A,3606.4
0.193,2.515,33.159,4.439,6.882,8.672,81.089,15_9-F-11A,3606.5
0.199,2.495,32.256,4.812,6.764,8.648,82.536,15_9-F-11A,3606.6
0.203,2.461,30.878,4.959,6.513,8.625,84.247,15_9-F-11A,3606.7
0.206,2.418,29.92,4.999,6.26,8.625,85.135,15_9-F-11A,3606.8
0.207,2.379,31.602,5.073,6.16,8.625,86.123,15_9-F-11A,3606.9
0.205,2.356,33.189,4.802,6.247,8.625,87.211,15_9-F-11A,3607.0
0.198,2.353,35.108,4.349,6.363,8.648,87.849,15_9-F-11A,3607.1
0.199,2.36,39.634,3.815,6.329,8.625,88.59,15_9-F-11A,3607.2
0.199,2.358,43.819,3.722,6.142,8.625,89.478,15_9-F-11A,3607.3
0.2,2.335,47.203,2.962,5.914,8.625,90.122,15_9-F-11A,3607.4
0.201,2.297,47.732,2.342,5.743,8.625,90.747,15_9-F-11A,3607.5
0.202,2.26,47.704,2.07,5.646,8.625,91.375,15_9-F-11A,3607.6
0.203,2.237,47.788,1.877,5.581,8.625,91.564,15_9-F-11A,3607.7
0.204,2.227,47.767,1.794,5.519,8.625,91.677,15_9-F-11A,3607.8
0.205,2.221,46.562,1.75,5.446,8.625,91.771,15_9-F-11A,3607.9
0.208,2.217,46.919,1.923,5.379,8.602,91.652,15_9-F-11A,3608.0
0.214,2.217,47.428,1.949,5.372,8.602,91.544,15_9-F-11A,3608.1
0.214,2.226,47.789,1.773,5.463,8.602,91.568,15_9-F-11A,3608.2
0.215,2.245,48.395,1.412,5.621,8.625,91.541,15_9-F-11A,3608.3
0.215,2.272,52.832,1.233,5.744,8.625,91.527,15_9-F-11A,3608.4
0.216,2.296,56.979,1.256,5.77,8.625,91.594,15_9-F-11A,3608.5
0.219,2.307,60.491,1.32,5.714,8.625,91.585,15_9-F-11A,3608.6
0.223,2.303,62.328,1.034,5.643,8.625,91.517,15_9-F-11A,3608.7
0.227,2.292,60.94,0.751,5.606,8.625,91.326,15_9-F-11A,3608.8
0.23,2.283,62.063,0.756,5.601,8.625,90.865,15_9-F-11A,3608.9
0.232,2.282,62.079,1.02,5.616,8.625,90.21,15_9-F-11A,3609.0
0.234,2.29,61.738,1.229,5.665,8.625,89.188,15_9-F-11A,3609.1
0.232,2.308,62.508,1.143,5.77,8.648,88.125,15_9-F-11A,3609.2
0.233,2.337,60.667,1.074,5.951,8.672,87.037,15_9-F-11A,3609.3
0.233,2.375,59.449,1.104,6.249,8.672,85.94,15_9-F-11A,3609.4
0.233,2.419,57.905,1.156,6.675,8.672,85.039,15_9-F-11A,3609.5
0.234,2.465,57.551,1.142,7.151,8.672,84.312,15_9-F-11A,3609.6
0.236,2.51,55.991,1.116,7.523,8.703,84.112,15_9-F-11A,3609.7
0.239,2.547,54.838,1.091,7.647,8.687,84.162,15_9-F-11A,3609.8
0.236,2.57,56.698,0.99,7.495,8.672,84.428,15_9-F-11A,3609.9
0.228,2.573,59.566,0.96,7.198,8.688,84.622,15_9-F-11A,3610.0
0.222,2.554,61.468,0.987,6.915,8.703,84.875,15_9-F-11A,3610.1
0.221,2.519,65.61,1.055,6.712,8.703,85.19,15_9-F-11A,3610.2
0.225,2.48,67.028,1.195,6.569,8.687,85.459,15_9-F-11A,3610.3
0.228,2.447,68.112,1.385,6.449,8.672,85.757,15_9-F-11A,3610.4
0.231,2.429,69.677,1.966,6.34,8.625,86.095,15_9-F-11A,3610.5
0.234,2.412,71.243,1.972,6.231,8.625,85.92,15_9-F-11A,3610.6
0.234,2.406,73.474,2.135,6.136,8.625,85.471,15_9-F-11A,3610.7
0.232,2.403,71.179,3.068,6.085,8.648,84.667,15_9-F-11A,3610.8
0.233,2.404,69.518,4.464,6.131,8.672,83.587,15_9-F-11A,3610.9
0.236,2.413,67.719,6.299,6.318,8.672,82.424,15_9-F-11A,3611.0
0.238,2.435,64.684,3.973,6.622,8.672,81.182,15_9-F-11A,3611.1
0.241,2.467,63.675,3.372,6.928,8.672,80.686,15_9-F-11A,3611.2
0.244,2.5,67.737,3.954,7.114,8.672,80.743,15_9-F-11A,3611.3
0.247,2.523,72.879,7.493,7.133,8.672,81.723,15_9-F-11A,3611.4
0.249,2.529,79.157,16.675,7.031,8.672,83.0,15_9-F-11A,3611.5
0.249,2.516,84.473,31.127,6.893,8.672,84.279,15_9-F-11A,3611.6
0.244,2.493,83.933,40.888,6.766,8.688,85.3,15_9-F-11A,3611.7
0.241,2.472,82.151,56.371,6.628,8.703,85.682,15_9-F-11A,3611.8
0.24,2.457,76.145,77.962,6.464,8.703,85.75,15_9-F-11A,3611.9
0.243,2.444,66.158,375.14,6.288,8.672,85.53,15_9-F-11A,3612.0
0.249,2.43,55.844,62228.035,6.162,8.672,85.232,15_9-F-11A,3612.1
0.256,2.416,48.166,31230.385,6.145,8.672,84.9,15_9-F-11A,3612.2
0.267,2.409,43.761,136.523,6.268,8.625,84.585,15_9-F-11A,3612.3
0.271,2.415,57.629,102.679,6.511,8.625,84.242,15_9-F-11A,3612.4
0.273,2.434,56.465,87.072,6.803,8.672,83.898,15_9-F-11A,3612.5
0.268,2.456,45.499,67.497,7.053,8.672,83.695,15_9-F-11A,3612.6
0.254,2.475,35.751,61.442,7.166,8.672,83.666,15_9-F-11A,3612.7
0.234,2.482,26.549,54.572,7.069,8.672,83.789,15_9-F-11A,3612.8
0.212,2.477,20.077,50.535,6.785,8.672,84.328,15_9-F-11A,3612.9
0.194,2.457,15.96,45.158,6.445,8.672,84.926,15_9-F-11A,3613.0
0.185,2.426,13.567,44.241,6.241,8.648,85.57,15_9-F-11A,3613.1
0.179,2.388,11.509,45.71,6.29,8.625,85.457,15_9-F-11A,3613.2
0.175,2.351,10.72,50.565,6.538,8.625,85.487,15_9-F-11A,3613.3
0.17,2.322,9.231,50.159,6.776,8.648,85.668,15_9-F-11A,3613.4
0.169,2.301,8.678,41.807,6.817,8.672,85.849,15_9-F-11A,3613.5
0.168,2.283,8.508,37.931,6.653,8.672,86.035,15_9-F-11A,3613.6
0.17,2.268,9.697,37.604,6.402,8.625,86.228,15_9-F-11A,3613.7
0.169,2.253,9.232,36.367,6.205,8.625,86.32,15_9-F-11A,3613.8
0.168,2.242,8.477,33.583,6.159,8.625,86.265,15_9-F-11A,3613.9
0.167,2.236,8.759,32.245,6.257,8.625,85.998,15_9-F-11A,3614.0
0.165,2.236,8.767,30.031,6.392,8.625,85.85,15_9-F-11A,3614.1
0.162,2.24,8.828,23.623,6.435,8.625,85.652,15_9-F-11A,3614.2
0.158,2.246,8.771,21.305,6.32,8.625,85.322,15_9-F-11A,3614.3
0.155,2.249,8.734,26.444,6.076,8.625,85.012,15_9-F-11A,3614.4
0.153,2.247,8.916,31.552,5.805,8.625,84.745,15_9-F-11A,3614.5
0.154,2.242,9.914,21.834,5.607,8.625,84.571,15_9-F-11A,3614.6
0.155,2.237,10.352,21.203,5.504,8.625,84.601,15_9-F-11A,3614.7
0.157,2.234,9.855,26.704,5.47,8.625,84.729,15_9-F-11A,3614.8
0.161,2.235,10.515,30.764,5.479,8.602,84.972,15_9-F-11A,3614.9
0.161,2.238,10.799,33.991,5.521,8.625,85.231,15_9-F-11A,3615.0
0.163,2.243,11.569,33.339,5.57,8.602,85.501,15_9-F-11A,3615.1
0.164,2.248,11.694,21.928,5.589,8.625,85.785,15_9-F-11A,3615.2
0.166,2.252,10.964,16.726,5.578,8.625,85.846,15_9-F-11A,3615.3
0.168,2.256,10.827,14.479,5.579,8.625,85.836,15_9-F-11A,3615.4
0.17,2.258,10.843,16.346,5.643,8.625,86.038,15_9-F-11A,3615.5
0.171,2.26,11.246,23.061,5.77,8.625,86.243,15_9-F-11A,3615.6
0.17,2.265,12.27,25.609,5.889,8.625,86.452,15_9-F-11A,3615.7
0.166,2.271,12.648,29.942,5.927,8.625,86.685,15_9-F-11A,3615.8
0.163,2.275,11.771,35.165,5.871,8.625,87.046,15_9-F-11A,3615.9
0.16,2.274,11.314,34.168,5.761,8.625,87.496,15_9-F-11A,3616.0
0.159,2.266,11.786,39.675,5.65,8.625,87.872,15_9-F-11A,3616.1
0.159,2.251,11.863,44.703,5.565,8.625,88.228,15_9-F-11A,3616.2
0.16,2.235,11.74,45.682,5.507,8.625,88.563,15_9-F-11A,3616.3
0.163,2.222,11.895,46.66,5.469,8.625,88.56,15_9-F-11A,3616.4
0.166,2.212,11.292,46.699,5.438,8.625,88.424,15_9-F-11A,3616.5
0.171,2.206,11.303,46.737,5.402,8.602,88.147,15_9-F-11A,3616.6
0.17,2.2,11.987,46.776,5.351,8.578,88.228,15_9-F-11A,3616.7
0.169,2.192,10.887,46.815,5.292,8.578,88.351,15_9-F-11A,3616.8
0.166,2.183,10.278,46.846,5.257,8.578,88.51,15_9-F-11A,3616.9
0.168,2.174,11.213,46.878,5.285,8.625,88.738,15_9-F-11A,3617.0
0.169,2.166,11.181,47.51,5.379,8.625,89.06,15_9-F-11A,3617.1
0.169,2.161,10.763,48.251,5.49,8.625,89.523,15_9-F-11A,3617.2
0.171,2.161,11.355,48.713,5.539,8.625,89.697,15_9-F-11A,3617.3
0.174,2.161,11.833,49.019,5.5,8.625,89.729,15_9-F-11A,3617.4
0.176,2.16,12.213,50.854,5.424,8.625,89.573,15_9-F-11A,3617.5
0.177,2.156,11.093,51.73,5.405,8.625,89.26,15_9-F-11A,3617.6
0.176,2.153,10.908,53.085,5.501,8.625,88.752,15_9-F-11A,3617.7
0.178,2.153,10.921,55.397,5.688,8.602,87.856,15_9-F-11A,3617.8
0.176,2.158,11.046,62.62,5.874,8.602,86.723,15_9-F-11A,3617.9
0.176,2.164,11.27,66.199,5.942,8.625,85.438,15_9-F-11A,3618.0
0.173,2.17,10.774,71.8,5.853,8.625,83.898,15_9-F-11A,3618.1
0.168,2.174,11.339,78.957,5.665,8.625,82.007,15_9-F-11A,3618.2
0.164,2.178,11.786,68.642,5.49,8.625,79.964,15_9-F-11A,3618.3
0.162,2.185,12.135,63.3,5.43,8.625,77.865,15_9-F-11A,3618.4
0.161,2.201,14.413,58.86,5.509,8.625,76.123,15_9-F-11A,3618.5
0.161,2.232,16.707,56.669,5.688,8.625,74.599,15_9-F-11A,3618.6
0.164,2.277,19.884,58.11,5.926,8.625,73.322,15_9-F-11A,3618.7
0.167,2.328,24.826,65.092,6.189,8.625,72.371,15_9-F-11A,3618.8
0.169,2.379,29.047,69.79,6.444,8.625,71.671,15_9-F-11A,3618.9
0.168,2.422,33.867,68.225,6.646,8.672,71.461,15_9-F-11A,3619.0
0.169,2.457,39.64,34.868,6.763,8.672,71.749,15_9-F-11A,3619.1
0.169,2.482,45.668,12.407,6.813,8.672,72.42,15_9-F-11A,3619.2
0.169,2.497,51.052,5.831,6.82,8.672,73.348,15_9-F-11A,3619.3
0.168,2.502,52.562,4.61,6.796,8.672,74.303,15_9-F-11A,3619.4
0.166,2.501,53.918,3.674,6.751,8.672,75.284,15_9-F-11A,3619.5
0.164,2.5,54.5,3.342,6.7,8.687,76.818,15_9-F-11A,3619.6
0.165,2.499,55.17,2.859,6.653,8.672,78.551,15_9-F-11A,3619.7
0.167,2.496,53.737,2.403,6.588,8.703,80.504,15_9-F-11A,3619.8
0.175,2.487,52.732,1.967,6.465,8.687,83.254,15_9-F-11A,3619.9
0.18,2.472,50.827,1.802,6.274,8.672,85.501,15_9-F-11A,3620.0
0.186,2.45,50.937,2.296,6.052,8.625,87.026,15_9-F-11A,3620.1
0.188,2.417,47.273,2.997,5.847,8.625,88.363,15_9-F-11A,3620.2
0.192,2.375,43.354,3.449,5.669,8.625,89.226,15_9-F-11A,3620.3
0.194,2.33,41.391,4.0,5.496,8.578,89.35,15_9-F-11A,3620.4
0.194,2.289,36.963,4.245,5.322,8.625,89.316,15_9-F-11A,3620.5
0.198,2.256,32.331,4.588,5.182,8.625,89.055,15_9-F-11A,3620.6
0.2,2.234,31.337,5.042,5.123,8.625,88.395,15_9-F-11A,3620.7
