NPHI,RHOB,GR,RT,PEF,CALI,DT,WELL,DEPTH
0.2333,2.2934,53.2995,1.2434,5.7536,8.6134,86.6884,15_9-F-1B,3287.9
0.2325,2.2961,52.4983,1.1613,5.8722,8.6635,84.5951,15_9-F-1B,3288.0
0.2222,2.3074,51.4933,1.3641,6.0079,8.6385,81.9994,15_9-F-1B,3288.1
0.2051,2.3304,48.6262,1.7395,6.0723,8.6637,79.1279,15_9-F-1B,3288.2
0.1805,2.3573,39.0152,2.9104,5.987,8.6637,75.989,15_9-F-1B,3288.3
0.1561,2.3725,25.8384,4.3661,5.76,8.6637,74.0017,15_9-F-1B,3288.4
0.1383,2.3655,18.3489,8.7706,5.4796,8.6637,72.9378,15_9-F-1B,3288.5
0.1295,2.3384,15.2047,12.7775,5.2599,8.6637,73.8915,15_9-F-1B,3288.6
0.1268,2.3065,13.8674,15.3972,5.1424,8.6637,74.9301,15_9-F-1B,3288.7
0.1258,2.2852,13.886,18.4921,5.1141,8.6637,76.0564,15_9-F-1B,3288.8
0.1232,2.2792,13.8131,22.6961,5.1326,8.6637,77.5241,15_9-F-1B,3288.9
0.119,2.2845,11.3217,31.426,5.1638,8.6633,78.9783,15_9-F-1B,3289.0
0.1191,2.2916,10.4483,43.5377,5.1886,8.6134,80.4161,15_9-F-1B,3289.1
0.1173,2.2938,10.3009,56.0109,5.2,8.6637,81.7146,15_9-F-1B,3289.2
0.1238,2.2847,10.2458,63.2899,5.1933,8.6635,82.7529,15_9-F-1B,3289.3
0.1324,2.2646,10.1719,69.7181,5.1764,8.6385,83.5371,15_9-F-1B,3289.4
0.1388,2.2379,10.8667,83.3838,5.1589,8.6637,83.8005,15_9-F-1B,3289.5
0.1415,2.2128,10.7569,92.9871,5.1491,8.6637,83.9994,15_9-F-1B,3289.6
0.1414,2.1949,10.9757,96.2802,5.1383,8.6637,84.1312,15_9-F-1B,3289.7
0.14,2.1854,10.7612,103.7411,5.1143,8.6637,84.0623,15_9-F-1B,3289.8
0.139,2.1839,10.9432,113.2148,5.0806,8.6637,83.8982,15_9-F-1B,3289.9
0.1394,2.1881,10.4329,124.1161,5.0482,8.6637,83.6187,15_9-F-1B,3290.0
0.1408,2.1937,10.6906,126.9266,5.0213,8.6637,83.2906,15_9-F-1B,3290.1
0.1422,2.1966,11.5838,134.6995,4.9968,8.6637,82.996,15_9-F-1B,3290.2
0.1424,2.1958,11.7486,129.1472,4.9801,8.6637,82.7709,15_9-F-1B,3290.3
0.1414,2.1933,10.5802,129.8895,4.9856,8.6637,82.7044,15_9-F-1B,3290.4
0.1394,2.1912,9.5078,126.1569,5.0092,8.6637,82.6865,15_9-F-1B,3290.5
0.1373,2.1903,9.9306,129.4996,5.0447,8.6637,82.7078,15_9-F-1B,3290.6
0.1356,2.1903,10.7043,125.4046,5.0843,8.6637,82.7597,15_9-F-1B,3290.7
0.1346,2.1922,10.4345,125.7432,5.1233,8.6637,82.7908,15_9-F-1B,3290.8
0.1351,2.196,10.5449,122.1862,5.1506,8.6637,82.7462,15_9-F-1B,3290.9
0.1372,2.2006,10.3439,119.6149,5.1538,8.6637,82.7834,15_9-F-1B,3291.0
0.1401,2.2046,10.7469,112.8529,5.1419,8.6637,82.8321,15_9-F-1B,3291.1
0.1416,2.2068,11.3099,114.7002,5.1307,8.6637,82.8234,15_9-F-1B,3291.2
0.1431,2.2076,11.309,118.8077,5.1208,8.6633,82.7834,15_9-F-1B,3291.3
0.139,2.2074,11.2232,116.8923,5.0995,8.6134,82.7147,15_9-F-1B,3291.4
0.1325,2.2069,11.7964,119.8019,5.0606,8.6637,82.5764,15_9-F-1B,3291.5
0.1313,2.2066,11.5236,117.5492,5.0168,8.6637,82.6294,15_9-F-1B,3291.6
0.1317,2.2062,10.9692,122.509,4.9848,8.6637,82.7771,15_9-F-1B,3291.7
0.1317,2.2058,10.1015,116.2512,4.971,8.6637,82.8671,15_9-F-1B,3291.8
0.1308,2.2058,9.9217,118.4326,4.9672,8.6637,83.0365,15_9-F-1B,3291.9
0.1298,2.2073,9.8189,109.6297,4.9667,8.6637,83.2501,15_9-F-1B,3292.0
0.1293,2.2095,10.2029,109.6176,4.9741,8.6637,83.3688,15_9-F-1B,3292.1
0.1293,2.2106,10.799,108.1871,4.9818,8.6637,83.3323,15_9-F-1B,3292.2
0.1293,2.2103,9.4962,103.1642,4.9761,8.6637,83.1746,15_9-F-1B,3292.3
0.1295,2.2083,9.4764,102.8934,4.9425,8.6637,83.1247,15_9-F-1B,3292.4
0.1312,2.2044,10.0474,100.1446,4.8847,8.6633,83.099,15_9-F-1B,3292.5
0.1373,2.1983,9.9905,93.4508,4.8212,8.6134,83.0968,15_9-F-1B,3292.6
0.1374,2.1901,9.4617,85.4727,4.7744,8.6637,83.1016,15_9-F-1B,3292.7
0.1429,2.1823,10.3941,78.0861,4.7597,8.6633,83.0729,15_9-F-1B,3292.8
0.1434,2.1771,11.493,69.0896,4.7688,8.6132,83.0033,15_9-F-1B,3292.9
0.1397,2.1749,11.0958,63.7925,4.7767,8.6385,82.7652,15_9-F-1B,3293.0
0.1432,2.1741,10.7673,55.0514,4.7629,8.6633,82.5216,15_9-F-1B,3293.1
0.1441,2.1736,10.788,46.1027,4.7364,8.613,82.2865,15_9-F-1B,3293.2
0.1449,2.1743,11.1206,37.2248,4.7299,8.613,81.8658,15_9-F-1B,3293.3
0.1452,2.1774,12.211,32.2164,4.7783,8.6132,81.3856,15_9-F-1B,3293.4
0.1419,2.1835,12.3475,28.4838,4.8741,8.6385,80.8416,15_9-F-1B,3293.5
0.142,2.1904,11.3937,24.268,4.9757,8.6637,80.1,15_9-F-1B,3293.6
0.1415,2.1959,11.2697,20.8979,5.0468,8.6637,79.2071,15_9-F-1B,3293.7
0.1397,2.1989,10.6493,17.3178,5.0741,8.6635,78.0724,15_9-F-1B,3293.8
0.1402,2.2007,11.7059,13.7573,5.0533,8.6381,77.2623,15_9-F-1B,3293.9
0.1365,2.205,11.4615,7.1035,5.0152,8.613,76.6621,15_9-F-1B,3294.0
0.1312,2.2151,11.567,3.7623,5.0152,8.613,76.399,15_9-F-1B,3294.1
0.1239,2.2336,12.498,3.9743,5.1046,8.6134,76.3176,15_9-F-1B,3294.2
0.114,2.2631,14.7096,5.1043,5.282,8.6637,76.3521,15_9-F-1B,3294.3
0.1113,2.3018,19.0404,5.8861,5.4762,8.6637,76.5721,15_9-F-1B,3294.4
0.1156,2.3409,23.5208,6.618,5.5723,8.6637,76.8404,15_9-F-1B,3294.5
0.1261,2.3666,25.1547,6.566,5.5207,8.6633,77.2007,15_9-F-1B,3294.6
0.1418,2.3668,27.5971,6.0487,5.3652,8.613,77.8998,15_9-F-1B,3294.7
0.1511,2.3424,29.3483,5.4712,5.2103,8.6134,78.8496,15_9-F-1B,3294.8
0.153,2.3121,31.6141,4.9859,5.1581,8.6637,79.9227,15_9-F-1B,3294.9
0.1552,2.2957,32.3997,4.5473,5.2141,8.6635,80.8926,15_9-F-1B,3295.0
0.1589,2.2976,35.0439,4.243,5.3063,8.6381,81.6093,15_9-F-1B,3295.1
0.1588,2.3073,33.0608,4.1029,5.3653,8.6132,82.146,15_9-F-1B,3295.2
0.1592,2.3136,28.9115,4.2407,5.3568,8.6381,82.5734,15_9-F-1B,3295.3
0.1602,2.3099,28.2558,4.2825,5.2825,8.613,82.8164,15_9-F-1B,3295.4
0.1618,2.2966,28.8619,4.0985,5.1758,8.613,82.9067,15_9-F-1B,3295.5
0.1641,2.2795,30.1131,3.9689,5.0973,8.613,82.9473,15_9-F-1B,3295.6
0.1675,2.2662,32.5263,3.9442,5.0829,8.613,82.9884,15_9-F-1B,3295.7
0.1715,2.2604,34.8728,4.0779,5.1199,8.613,83.0317,15_9-F-1B,3295.8
0.1741,2.2631,36.4245,4.1493,5.1687,8.6134,83.2727,15_9-F-1B,3295.9
0.174,2.2721,38.3405,4.1962,5.1983,8.6633,83.4494,15_9-F-1B,3296.0
0.172,2.2855,40.688,4.3043,5.2219,8.613,83.5426,15_9-F-1B,3296.1
0.1705,2.2994,39.3484,4.1761,5.2601,8.613,83.586,15_9-F-1B,3296.2
0.1698,2.3096,39.3776,3.989,5.3126,8.613,83.646,15_9-F-1B,3296.3
0.1698,2.3143,41.0501,3.9595,5.3625,8.613,83.7389,15_9-F-1B,3296.4
0.1669,2.3138,44.5318,3.9875,5.387,8.6134,84.1459,15_9-F-1B,3296.5
0.1683,2.3103,45.7554,3.953,5.3829,8.6633,84.5709,15_9-F-1B,3296.6
0.1743,2.3061,47.4124,3.9426,5.3616,8.613,84.9524,15_9-F-1B,3296.7
0.1778,2.3028,48.8387,3.9314,5.3476,8.613,85.3999,15_9-F-1B,3296.8
0.1812,2.3001,47.4929,3.893,5.3463,8.613,85.8134,15_9-F-1B,3296.9
0.1842,2.2966,45.9352,3.8244,5.3471,8.613,86.1233,15_9-F-1B,3297.0
0.187,2.2918,44.6102,3.7714,5.3343,8.613,86.5384,15_9-F-1B,3297.1
0.1899,2.2867,44.9612,3.7811,5.3135,8.613,86.977,15_9-F-1B,3297.2
0.1927,2.2827,44.9617,3.7763,5.307,8.613,87.3987,15_9-F-1B,3297.3
0.1957,2.2805,45.2372,3.6708,5.3233,8.613,87.6173,15_9-F-1B,3297.4
0.1984,2.2808,45.9114,3.5207,5.3438,8.613,87.6425,15_9-F-1B,3297.5
0.2012,2.2832,44.7003,3.3111,5.3511,8.6134,87.2282,15_9-F-1B,3297.6
0.2009,2.2877,46.3139,3.1007,5.3513,8.6637,86.6095,15_9-F-1B,3297.7
0.2027,2.2931,46.3279,2.9632,5.3642,8.6637,85.8558,15_9-F-1B,3297.8
0.2011,2.2975,46.0626,2.7799,5.3972,8.6637,84.8933,15_9-F-1B,3297.9
0.1952,2.3013,45.8224,2.7267,5.4511,8.6637,83.9073,15_9-F-1B,3298.0
0.1857,2.3064,44.2917,2.8364,5.5144,8.6637,82.8779,15_9-F-1B,3298.1
0.1759,2.3163,43.3192,3.1556,5.5782,8.6637,81.6304,15_9-F-1B,3298.2
0.1688,2.3313,42.9996,3.5334,5.6326,8.6633,80.3034,15_9-F-1B,3298.3
0.1679,2.3474,42.8059,3.799,5.6682,8.6134,78.9804,15_9-F-1B,3298.4
0.1624,2.3602,43.1377,3.9031,5.675,8.6633,78.3816,15_9-F-1B,3298.5
0.1602,2.3662,41.1692,4.0454,5.6611,8.6134,77.9917,15_9-F-1B,3298.6
0.1571,2.3669,40.4158,4.0922,5.6444,8.6637,77.7824,15_9-F-1B,3298.7
0.1528,2.366,41.8541,3.9779,5.6325,8.6633,77.8036,15_9-F-1B,3298.8
0.1472,2.3661,42.2401,3.9135,5.6329,8.6134,77.7833,15_9-F-1B,3298.9
0.1416,2.3677,42.1404,4.1975,5.6438,8.6637,77.7213,15_9-F-1B,3299.0
0.1369,2.37,41.6663,4.6838,5.6558,8.6637,77.7137,15_9-F-1B,3299.1
0.1338,2.372,37.5885,5.4621,5.6512,8.6637,77.7581,15_9-F-1B,3299.2
0.1318,2.371,33.4021,6.4801,5.6136,8.6637,77.8639,15_9-F-1B,3299.3
0.1302,2.3649,29.7066,7.0401,5.5544,8.6633,77.9143,15_9-F-1B,3299.4
0.1317,2.356,27.6617,7.0721,5.5168,8.613,78.1702,15_9-F-1B,3299.5
0.1304,2.3492,26.5903,6.8329,5.508,8.613,78.7411,15_9-F-1B,3299.6
0.1311,2.346,25.8239,6.4831,5.5066,8.613,79.7073,15_9-F-1B,3299.7
0.1363,2.3442,26.5116,6.2127,5.5007,8.613,80.7935,15_9-F-1B,3299.8
0.1473,2.3431,26.8546,5.9043,5.5116,8.613,81.9942,15_9-F-1B,3299.9
0.162,2.3439,31.0516,5.3654,5.5509,8.6134,82.9456,15_9-F-1B,3300.0
0.1748,2.3453,35.4568,4.7676,5.5858,8.6637,83.8245,15_9-F-1B,3300.1
0.188,2.341,38.7474,4.5081,5.5675,8.6633,84.655,15_9-F-1B,3300.2
0.1992,2.326,40.045,4.3194,5.4969,8.613,85.2879,15_9-F-1B,3300.3
0.2012,2.305,38.0409,4.2123,5.4405,8.613,85.827,15_9-F-1B,3300.4
0.1973,2.2867,38.8143,4.1167,5.4452,8.613,86.2538,15_9-F-1B,3300.5
0.1911,2.2761,39.1346,4.0528,5.4884,8.613,86.2197,15_9-F-1B,3300.6
0.1813,2.2718,39.2041,3.9981,5.5206,8.6134,86.0073,15_9-F-1B,3300.7
0.1756,2.2715,38.837,4.0649,5.5191,8.6637,85.7586,15_9-F-1B,3300.8
0.1711,2.2745,38.7227,4.1872,5.499,8.6637,85.4741,15_9-F-1B,3300.9
0.1688,2.2801,38.0152,4.3478,5.4939,8.6637,85.2108,15_9-F-1B,3301.0
0.1694,2.286,38.3108,4.5821,5.5208,8.6637,85.1373,15_9-F-1B,3301.1
0.1726,2.2892,37.7922,4.668,5.5691,8.6635,85.0849,15_9-F-1B,3301.2
0.1804,2.2876,34.9732,4.7257,5.6169,8.6381,85.0532,15_9-F-1B,3301.3
0.1852,2.282,32.7142,4.7975,5.6581,8.613,85.0853,15_9-F-1B,3301.4
0.185,2.2753,33.1014,4.9479,5.7044,8.6132,85.0757,15_9-F-1B,3301.5
0.1888,2.2704,32.7063,5.2338,5.7625,8.6385,85.0305,15_9-F-1B,3301.6
0.184,2.2687,32.6685,5.4675,5.8297,8.6637,84.896,15_9-F-1B,3301.7
0.1816,2.2706,30.9429,5.4931,5.8756,8.6637,84.6805,15_9-F-1B,3301.8
0.1792,2.2755,31.3931,5.4983,5.8736,8.6637,84.3912,15_9-F-1B,3301.9
0.1784,2.2829,32.8188,5.375,5.8287,8.6633,83.8823,15_9-F-1B,3302.0
0.1832,2.292,32.7708,5.3349,5.7779,8.6134,83.3352,15_9-F-1B,3302.1
0.1833,2.302,30.3427,5.3183,5.7613,8.6637,82.75,15_9-F-1B,3302.2
0.1872,2.3108,31.1384,5.3721,5.7938,8.6637,82.3214,15_9-F-1B,3302.3
0.1898,2.3169,31.5363,5.462,5.8491,8.6637,82.0134,15_9-F-1B,3302.4
0.19,2.3205,31.0955,5.5654,5.9027,8.6637,81.8502,15_9-F-1B,3302.5
0.1909,2.3219,31.5992,5.6819,5.9282,8.6633,81.86,15_9-F-1B,3302.6
0.1867,2.3217,31.3939,5.6854,5.9231,8.613,81.9435,15_9-F-1B,3302.7
0.1816,2.3201,30.7793,5.7264,5.909,8.6132,82.1139,15_9-F-1B,3302.8
0.1745,2.3174,29.7537,5.8347,5.9061,8.6383,82.0749,15_9-F-1B,3302.9
0.1733,2.314,30.5546,5.8856,5.9173,8.6385,82.0064,15_9-F-1B,3303.0
0.1746,2.3105,30.1477,5.874,5.9333,8.6637,81.9385,15_9-F-1B,3303.1
0.1771,2.308,29.2937,5.8068,5.9328,8.6637,81.7177,15_9-F-1B,3303.2
0.1788,2.3072,28.2888,5.7796,5.9242,8.6637,81.4238,15_9-F-1B,3303.3
0.1783,2.3077,27.4186,5.7814,5.9408,8.6637,81.0336,15_9-F-1B,3303.4
0.1748,2.3091,28.299,5.7431,6.0007,8.6633,80.2329,15_9-F-1B,3303.5
0.1704,2.312,29.2493,5.7858,6.0883,8.613,79.0893,15_9-F-1B,3303.6
0.1575,2.3162,28.765,5.8692,6.1651,8.613,77.2912,15_9-F-1B,3303.7
0.1398,2.3206,26.7984,6.0934,6.2368,8.613,75.2948,15_9-F-1B,3303.8
0.1168,2.3286,27.4809,6.4434,6.3826,8.6134,73.2975,15_9-F-1B,3303.9
0.0984,2.3539,28.7454,6.8283,6.6641,8.6637,71.5782,15_9-F-1B,3304.0
0.0822,2.4213,29.0012,7.3267,7.0987,8.6638,69.9221,15_9-F-1B,3304.1
0.0746,2.5436,28.6881,7.7798,7.5662,8.6805,68.3422,15_9-F-1B,3304.2
0.0681,2.6877,29.2257,8.0857,7.9061,8.6637,67.0045,15_9-F-1B,3304.3
0.0632,2.7911,30.2704,8.3115,8.0709,8.6637,65.6497,15_9-F-1B,3304.4
0.06,2.8225,29.6478,8.4631,8.1004,8.6637,64.3059,15_9-F-1B,3304.5
0.0595,2.7988,30.7037,8.5927,8.0008,8.664,63.1278,15_9-F-1B,3304.6
0.0603,2.7571,33.3908,8.4956,7.7627,8.6976,62.3207,15_9-F-1B,3304.7
0.0658,2.7216,36.9958,8.2789,7.424,8.6976,61.8088,15_9-F-1B,3304.8
0.0734,2.6978,38.6329,8.2422,7.1102,8.6976,61.7518,15_9-F-1B,3304.9
0.0842,2.6809,39.6714,8.2493,6.9097,8.698,61.9372,15_9-F-1B,3305.0
0.0961,2.6687,40.6955,8.1662,6.8341,8.7487,62.3382,15_9-F-1B,3305.1
0.1134,2.6616,43.9375,8.0643,6.8468,8.7987,63.0933,15_9-F-1B,3305.2
0.1269,2.6602,47.3365,7.2044,6.9716,8.7483,63.5712,15_9-F-1B,3305.3
0.13,2.6677,51.3409,6.4059,7.2576,8.7479,63.7566,15_9-F-1B,3305.4
0.1251,2.6912,57.3517,6.0153,7.6992,8.6975,63.4201,15_9-F-1B,3305.5
0.1139,2.7345,62.2219,5.5726,8.1465,8.6805,62.8377,15_9-F-1B,3305.6
0.1027,2.7913,63.7655,4.6446,8.4302,8.6637,61.9694,15_9-F-1B,3305.7
0.0973,2.8473,58.735,4.2917,8.5317,8.6637,61.0128,15_9-F-1B,3305.8
0.0979,2.8857,47.0121,5.084,8.5874,8.6637,60.1127,15_9-F-1B,3305.9
0.1027,2.9011,36.9432,5.513,8.6952,8.6637,59.3144,15_9-F-1B,3306.0
0.109,2.9013,28.5708,5.8006,8.7941,8.6637,58.8661,15_9-F-1B,3306.1
0.1145,2.8942,25.0963,6.014,8.7521,8.6637,58.6318,15_9-F-1B,3306.2
0.1169,2.8803,26.2018,5.3833,8.5188,8.6637,58.7031,15_9-F-1B,3306.3
0.1146,2.8582,33.1571,4.1716,8.156,8.6637,59.1477,15_9-F-1B,3306.4
0.1084,2.8295,42.0355,3.8189,7.7711,8.6637,59.783,15_9-F-1B,3306.5
0.1007,2.8004,45.1194,3.9975,7.4577,8.6637,60.6741,15_9-F-1B,3306.6
0.0939,2.7737,44.8959,5.2146,7.2517,8.6637,61.7256,15_9-F-1B,3306.7
0.089,2.7497,44.4261,6.514,7.1377,8.6637,62.8036,15_9-F-1B,3306.8
0.0856,2.7277,44.4698,6.6186,7.0937,8.6637,63.8183,15_9-F-1B,3306.9
0.0831,2.7098,44.7817,6.6583,7.0942,8.6637,64.596,15_9-F-1B,3307.0
0.0807,2.6995,43.2009,6.8907,7.1139,8.6637,65.2083,15_9-F-1B,3307.1
0.0776,2.6978,40.4619,6.9896,7.1305,8.6637,65.5265,15_9-F-1B,3307.2
0.0739,2.7034,38.1242,7.0408,7.132,8.6637,65.6797,15_9-F-1B,3307.3
0.0711,2.712,33.7762,7.5598,7.1355,8.6637,65.7203,15_9-F-1B,3307.4
0.0719,2.7177,31.9463,8.4188,7.1611,8.6637,65.5772,15_9-F-1B,3307.5
0.0766,2.7169,33.0305,8.5712,7.2009,8.6638,65.2626,15_9-F-1B,3307.6
0.0809,2.7098,34.8039,8.3577,7.2273,8.6807,64.8157,15_9-F-1B,3307.7
0.0853,2.7005,38.343,7.8854,7.2293,8.6973,64.1184,15_9-F-1B,3307.8
0.088,2.6939,40.3707,7.6126,7.2175,8.6637,63.4099,15_9-F-1B,3307.9
0.0862,2.6911,40.6901,7.0873,7.1998,8.6637,62.698,15_9-F-1B,3308.0
0.0834,2.6917,40.3178,7.0731,7.1824,8.6637,62.0577,15_9-F-1B,3308.1
0.0806,2.6959,39.6769,7.3529,7.1742,8.6637,61.5972,15_9-F-1B,3308.2
0.0777,2.7035,39.9312,7.5096,7.183,8.6637,61.298,15_9-F-1B,3308.3
0.0745,2.7129,37.021,7.6904,7.198,8.6637,61.2203,15_9-F-1B,3308.4
0.0716,2.7171,34.9991,7.7578,7.1666,8.6637,61.2321,15_9-F-1B,3308.5
0.0692,2.7094,36.6487,7.9325,7.047,8.6637,61.3389,15_9-F-1B,3308.6
0.0679,2.691,37.0829,8.1637,6.8575,8.6637,61.5992,15_9-F-1B,3308.7
0.0675,2.6712,36.6546,8.2599,6.6751,8.6637,61.947,15_9-F-1B,3308.8
0.0683,2.6577,38.4552,8.3032,6.5631,8.6638,62.398,15_9-F-1B,3308.9
0.0682,2.6502,40.3738,8.4032,6.5317,8.6807,62.7812,15_9-F-1B,3309.0
0.0712,2.6441,41.8827,9.3421,6.5723,8.6973,62.9879,15_9-F-1B,3309.1
0.0768,2.6366,42.5302,10.4441,6.657,8.6637,62.9262,15_9-F-1B,3309.2
0.08,2.6298,44.1112,10.5942,6.7425,8.664,62.4357,15_9-F-1B,3309.3
0.0803,2.6251,45.4369,10.6278,6.7911,8.6976,61.9862,15_9-F-1B,3309.4
0.0837,2.6222,46.5026,9.7036,6.8032,8.6976,61.7486,15_9-F-1B,3309.5
0.0898,2.62,49.9789,8.3457,6.8092,8.6976,62.0619,15_9-F-1B,3309.6
0.099,2.6158,52.0982,7.5806,6.8377,8.6976,62.677,15_9-F-1B,3309.7
0.1071,2.6063,53.8499,7.249,6.9035,8.6976,63.7148,15_9-F-1B,3309.8
0.1115,2.5887,54.4847,7.875,6.9894,8.6973,64.6674,15_9-F-1B,3309.9
0.1076,2.5664,57.7071,9.2793,7.0707,8.6637,65.5114,15_9-F-1B,3310.0
0.1032,2.5488,58.7609,8.9044,7.1313,8.6637,66.102,15_9-F-1B,3310.1
0.1041,2.5488,54.2372,6.3005,7.1704,8.6638,66.4327,15_9-F-1B,3310.2
0.1096,2.5692,51.2833,4.6935,7.2027,8.6805,66.6383,15_9-F-1B,3310.3
0.1225,2.6016,49.0874,4.853,7.213,8.6637,66.7461,15_9-F-1B,3310.4
0.1338,2.6294,49.9381,5.4548,7.168,8.6637,66.805,15_9-F-1B,3310.5
0.1444,2.6399,54.803,5.4864,7.0421,8.6638,66.8467,15_9-F-1B,3310.6
0.1502,2.6312,60.9591,4.7876,6.8512,8.6807,66.9238,15_9-F-1B,3310.7
0.1521,2.609,64.7736,4.3703,6.6628,8.6976,66.9807,15_9-F-1B,3310.8
0.1461,2.5817,67.7574,3.7435,6.5424,8.6976,67.0193,15_9-F-1B,3310.9
0.1333,2.5599,69.7231,3.0326,6.5177,8.6975,67.0026,15_9-F-1B,3311.0
0.1176,2.5528,68.2299,2.4951,6.5661,8.6862,66.854,15_9-F-1B,3311.1
0.1068,2.5668,58.9063,1.964,6.6099,8.6749,66.5998,15_9-F-1B,3311.2
0.0959,2.5808,49.6028,2.3879,6.653,8.6638,66.2002,15_9-F-1B,3311.3
0.0899,2.5926,43.7708,2.9622,6.5984,8.6807,65.8137,15_9-F-1B,3311.4
0.0906,2.5917,42.5268,3.581,6.491,8.6976,65.4419,15_9-F-1B,3311.5
0.094,2.5817,44.1157,3.6256,6.3709,8.6976,65.2929,15_9-F-1B,3311.6
0.0978,2.5719,47.8779,3.304,6.2778,8.6973,65.302,15_9-F-1B,3311.7
0.1026,2.5671,50.8112,3.255,6.2288,8.664,65.4801,15_9-F-1B,3311.8
0.1016,2.5664,50.9296,3.279,6.2223,8.6976,65.6316,15_9-F-1B,3311.9
0.1033,2.5659,51.49,3.1958,6.2392,8.6973,65.8367,15_9-F-1B,3312.0
0.1017,2.563,50.8756,3.2158,6.2664,8.664,66.1124,15_9-F-1B,3312.1
0.0965,2.5595,49.4719,3.1478,6.3118,8.6976,66.2934,15_9-F-1B,3312.2
0.0913,2.5603,45.896,3.1035,6.3831,8.6976,66.5166,15_9-F-1B,3312.3
0.0853,2.5695,42.4644,3.119,6.4767,8.6976,66.8221,15_9-F-1B,3312.4
0.0798,2.586,41.7695,3.1714,6.5681,8.6976,67.1843,15_9-F-1B,3312.5
0.0757,2.603,39.3397,3.5142,6.6094,8.6976,67.2347,15_9-F-1B,3312.6
0.0734,2.6123,38.0587,3.9377,6.5739,8.6973,66.6618,15_9-F-1B,3312.7
0.075,2.6108,38.0255,4.0056,6.4657,8.6637,66.3547,15_9-F-1B,3312.8
0.0773,2.6006,39.1921,3.7605,6.3093,8.6637,66.1037,15_9-F-1B,3312.9
0.0826,2.5857,39.6132,3.5165,6.1517,8.6637,65.8381,15_9-F-1B,3313.0
0.0892,2.5682,40.126,3.2966,6.0381,8.6637,65.4673,15_9-F-1B,3313.1
0.0947,2.5496,42.8209,2.5651,6.0179,8.6637,65.1971,15_9-F-1B,3313.2
0.0949,2.5329,48.6427,2.2983,6.0977,8.664,65.3388,15_9-F-1B,3313.3
0.0938,2.5226,52.7965,2.2211,6.1981,8.6976,65.4714,15_9-F-1B,3313.4
0.0907,2.5216,55.1169,2.2317,6.2433,8.6976,65.5846,15_9-F-1B,3313.5
0.0869,2.5283,54.8234,2.2966,6.1999,8.6976,65.6357,15_9-F-1B,3313.6
0.0834,2.5381,55.4632,2.4089,6.122,8.6976,66.0192,15_9-F-1B,3313.7
0.0809,2.5483,54.1687,2.6582,6.0781,8.6976,66.5426,15_9-F-1B,3313.8
0.0804,2.5573,51.5144,2.8333,6.0777,8.6976,66.9264,15_9-F-1B,3313.9
0.0832,2.5642,49.3688,2.9226,6.0883,8.6976,67.3294,15_9-F-1B,3314.0
0.089,2.5657,47.7191,3.0008,6.0621,8.6976,67.7086,15_9-F-1B,3314.1
0.0959,2.5588,47.7456,2.9778,6.0033,8.6976,67.7753,15_9-F-1B,3314.2
0.102,2.5446,50.0172,2.8595,5.9759,8.6976,68.0147,15_9-F-1B,3314.3
0.1069,2.5309,50.0742,2.6954,6.035,8.6976,68.3809,15_9-F-1B,3314.4
0.1114,2.5253,52.5975,2.5947,6.1729,8.6973,68.7189,15_9-F-1B,3314.5
0.1174,2.5284,56.3003,2.529,6.3234,8.664,69.2034,15_9-F-1B,3314.6
0.1253,2.5347,57.0825,2.4417,6.4182,8.6976,69.8203,15_9-F-1B,3314.7
0.1338,2.5378,55.6302,2.217,6.4384,8.6976,70.4505,15_9-F-1B,3314.8
0.1403,2.5329,52.9923,2.015,6.3976,8.6976,71.0605,15_9-F-1B,3314.9
0.1453,2.5199,52.3233,1.6855,6.3289,8.6973,71.6445,15_9-F-1B,3315.0
0.1442,2.5038,52.1433,1.4946,6.2639,8.664,71.7549,15_9-F-1B,3315.1
0.1379,2.4935,51.1836,1.478,6.2155,8.6976,71.7406,15_9-F-1B,3315.2
0.1313,2.4939,51.8384,1.5042,6.1858,8.6976,71.5908,15_9-F-1B,3315.3
0.1234,2.5041,53.028,1.5436,6.1695,8.6976,71.1913,15_9-F-1B,3315.4
0.1164,2.5193,51.5744,1.7078,6.1573,8.6976,70.7551,15_9-F-1B,3315.5
0.1118,2.5342,48.7513,1.9777,6.1515,8.6976,70.3023,15_9-F-1B,3315.6
0.1093,2.5456,47.1829,2.0895,6.1667,8.6976,69.8056,15_9-F-1B,3315.7
0.1067,2.5539,48.4368,2.1237,6.217,8.6976,69.2848,15_9-F-1B,3315.8
0.103,2.5628,48.3794,2.1798,6.2868,8.6973,68.7299,15_9-F-1B,3315.9
0.101,2.5762,47.8887,2.3709,6.3583,8.6637,68.1347,15_9-F-1B,3316.0
0.0971,2.5921,46.9915,2.6209,6.4087,8.6637,67.5281,15_9-F-1B,3316.1
0.0933,2.6051,48.5848,2.8537,6.4421,8.6638,66.9179,15_9-F-1B,3316.2
0.0871,2.6094,51.7053,3.0712,6.4566,8.6807,66.3837,15_9-F-1B,3316.3
0.0824,2.6049,50.5602,3.1937,6.448,8.6976,65.9285,15_9-F-1B,3316.4
0.0777,2.5954,44.3749,3.1011,6.4131,8.6976,65.6492,15_9-F-1B,3316.5
0.0748,2.5861,41.6057,2.893,6.366,8.6976,65.5746,15_9-F-1B,3316.6
0.0749,2.5825,37.2025,2.8574,6.3481,8.6976,65.5896,15_9-F-1B,3316.7
